identity_line_item_id,identity_time_interval,bill_invoice_id,bill_billing_entity,bill_bill_type,bill_payer_account_id,bill_billing_period_start_date,bill_billing_period_end_date,line_item_usage_account_id,line_item_line_item_type,line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_operation,line_item_availability_zone,line_item_resource_id,line_item_usage_amount,line_item_normalization_factor,line_item_normalized_usage_amount,line_item_currency_code,line_item_unblended_rate,line_item_unblended_cost,line_item_blended_rate,line_item_blended_cost,line_item_line_item_description,product_product_name,product_instance_type,product_region,product_availability_zone,product_tenancy,product_operating_system,product_service_code,resource_tags_user_team,resource_tags_user_environment,resource_tags_user_project,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,reservation_reservation_a_r_n,reservation_effective_cost,reservation_recurring_fee_for_usage,savings_plan_savings_plan_a_r_n,savings_plan_savings_plan_effective_cost,savings_plan_used_commitment
167,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-3U0EQH7MYJH65AA5,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1c,arn:aws:ec2:us-east-1:123456789012:instance/i-rpdn0dpuv8yhqjaq,24.10907063,1,24.10907063,USD,0.0960000000,2.6130252100,0.0960000000,2.6130252100,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1c,Shared,Linux,AmazonEC2,backend,development,web-portal,2.6130252100,0.0960000000,OnDemand,Hrs,,,,,,
168,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-NOFGT6R5P36IVKN1,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-3pifdn8o96todo8k,15.78842755,1,15.78842755,USD,0.1700000000,2.8431781100,0.1700000000,2.8431781100,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,staging,api-gateway,2.8431781100,0.1700000000,OnDemand,Hrs,,,,,,
169,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-MVIKZCDDI8PXJM45,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1b,,23.73290054,1,23.73290054,USD,0.0000315068,0.0007504700,0.0000315068,0.0007504700,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1b,Shared,,AmazonS3,platform,development,data-pipeline,0.0007504700,0.0000315068,OnDemand,Hrs,,,,,,
170,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-QA4C1R2BFHF5CBO2,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-pcpyhussfgs2c7po,24.48082191,1,24.48082191,USD,0.0680000000,1.7381103900,0.0680000000,1.7381103900,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,staging,ml-inference,1.7381103900,0.0680000000,OnDemand,Hrs,,,,,,
171,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-6073GFR3TBSOEYWE,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1b,,23.69809228,1,23.69809228,USD,0.0000116438,0.0003154000,0.0000116438,0.0003154000,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1b,Shared,,AmazonCloudFront,frontend,staging,web-portal,0.0003154000,0.0000116438,OnDemand,Hrs,,,,,,
172,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-0LJK1TL2NPCSDE8N,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,24.25872528,1,24.25872528,USD,0.0000650000,0.0014377000,0.0000650000,0.0014377000,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,production,data-pipeline,0.0014377000,0.0000650000,OnDemand,Hrs,,,,,,
173,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-FKK8XCFKU3MGPRR0,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-q6obhxckh9sy345t,23.61297368,1,23.61297368,USD,0.0170000000,0.4404908600,0.0170000000,0.4404908600,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,staging,data-pipeline,0.4404908600,0.0170000000,OnDemand,Hrs,,,,,,
174,2026-02-20T00:00:00Z/2026-02-20T23:59:59Z,I-FT4A4OVGKYKH5920,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-20 22:30:29,2026-02-21 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1a,,23.73774789,1,23.73774789,USD,0.0000273973,0.0006514700,0.0000273973,0.0006514700,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1a,Shared,,AWSDataTransfer,platform,production,web-portal,0.0006514700,0.0000273973,OnDemand,Hrs,,,,,,
175,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-F4A3LV7H5KEJNH48,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-nesvf3gduefnivoo,23.49205472,1,23.49205472,USD,0.0416000000,0.8999213900,0.0416000000,0.8999213900,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,production,cloudspire,0.8999213900,0.0416000000,OnDemand,Hrs,,,,,,
176,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-9AXJPFJJWOJBDQ3W,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-b5u96p8doq9jkw20,25.04782793,1,25.04782793,USD,0.0960000000,2.7579176400,0.0960000000,2.7579176400,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,backend,staging,api-gateway,2.7579176400,0.0960000000,OnDemand,Hrs,,,,,,
177,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-P44XWIBUFCQXUS3H,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1c,arn:aws:ec2:us-east-1:123456789012:instance/i-hoke1zn5ouy0zusw,15.61715900,1,15.61715900,USD,0.1700000000,2.7834204800,0.1700000000,2.7834204800,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1c,Shared,Linux,AmazonEC2,ml,production,data-pipeline,2.7834204800,0.1700000000,OnDemand,Hrs,,,,,,
178,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-2AGUGZ6KZLAUSY5E,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1b,,23.23416415,1,23.23416415,USD,0.0000315068,0.0008364100,0.0000315068,0.0008364100,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1b,Shared,,AmazonS3,platform,staging,cloudspire,0.0008364100,0.0000315068,OnDemand,Hrs,,,,,,
179,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-0IIGP4E5Z11PLUHF,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-o2swc00xj4a51pgp,24.81389497,1,24.81389497,USD,0.0680000000,1.8533508600,0.0680000000,1.8533508600,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,development,data-pipeline,1.8533508600,0.0680000000,OnDemand,Hrs,,,,,,
180,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-FSC8RB1SCJ45VO96,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1b,,25.17851266,1,25.17851266,USD,0.0000116438,0.0002707400,0.0000116438,0.0002707400,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1b,Shared,,AmazonCloudFront,frontend,production,data-pipeline,0.0002707400,0.0000116438,OnDemand,Hrs,,,,,,
181,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-HYRSC7RLP1KWW4WM,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1b,,23.39678976,1,23.39678976,USD,0.0600001200,1.5309405000,0.0600001200,1.5309405000,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1b,Shared,,AWSLambda,backend,production,ml-inference,1.5309405000,0.0600001200,OnDemand,Hrs,,,,,,
182,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-4B1AUUNN3UQGDTGS,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1b,,24.49989954,1,24.49989954,USD,0.0000650000,0.0016050900,0.0000650000,0.0016050900,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1b,Shared,,AmazonDynamoDB,backend,staging,data-pipeline,0.0016050900,0.0000650000,OnDemand,Hrs,,,,,,
183,2026-02-21T00:00:00Z/2026-02-21T23:59:59Z,I-ZAD6JJ2Y5Y5ZYBPP,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-21 22:30:29,2026-02-22 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-nbsxyp4dbcfzez75,23.46050599,1,23.46050599,USD,0.0170000000,0.4583958100,0.0170000000,0.4583958100,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,production,data-pipeline,0.4583958100,0.0170000000,OnDemand,Hrs,,,,,,
184,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-37URRORYFX6TYCFD,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-w2062j9mxq8ohovu,24.69483716,1,24.69483716,USD,0.0416000000,1.1193459200,0.0416000000,1.1193459200,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonEC2,backend,staging,cloudspire,1.1193459200,0.0416000000,OnDemand,Hrs,,,,,,
185,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-278Q9EFOLGLVXYQ5,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-qsi5xu0alc0muksf,16.76218479,1,16.76218479,USD,0.1700000000,2.8863201500,0.1700000000,2.8863201500,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,ml,production,data-pipeline,2.8863201500,0.1700000000,OnDemand,Hrs,,,,,,
186,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-FQDRF4TNIDQVARU5,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-3eot6e8cwxui6dsp,23.21014109,1,23.21014109,USD,0.0680000000,1.4989914400,0.0680000000,1.4989914400,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonRDS,backend,production,cloudspire,1.4989914400,0.0680000000,OnDemand,Hrs,,,,,,
187,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-ZFUQSFT683OVDHIX,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1c,,22.90550394,1,22.90550394,USD,0.0000116438,0.0002973200,0.0000116438,0.0002973200,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1c,Shared,,AmazonCloudFront,frontend,staging,cloudspire,0.0002973200,0.0000116438,OnDemand,Hrs,,,,,,
188,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-RVIS9RAM53QSPD1L,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1a,,23.44467281,1,23.44467281,USD,0.0600001200,1.4654147300,0.0600001200,1.4654147300,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1a,Shared,,AWSLambda,backend,development,data-pipeline,1.4654147300,0.0600001200,OnDemand,Hrs,,,,,,
189,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-M2B8QJPD3X8UTS05,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1a,,24.27723864,1,24.27723864,USD,0.0000650000,0.0017967500,0.0000650000,0.0017967500,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1a,Shared,,AmazonDynamoDB,backend,staging,ml-inference,0.0017967500,0.0000650000,OnDemand,Hrs,,,,,,
190,2026-02-22T00:00:00Z/2026-02-22T23:59:59Z,I-PXQ9FLX1UT2H7MW0,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-22 22:30:29,2026-02-23 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-9dac2sge598cdu82,24.06157941,1,24.06157941,USD,0.0170000000,0.4373712100,0.0170000000,0.4373712100,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1b,Shared,Linux,AmazonElastiCache,backend,staging,api-gateway,0.4373712100,0.0170000000,OnDemand,Hrs,,,,,,
191,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-ALPKQ8RPMZ3B9CII,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-4gh80la5j9hqn8qt,22.87295547,1,22.87295547,USD,0.0416000000,1.0032554500,0.0416000000,1.0032554500,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1a,Shared,Linux,AmazonEC2,backend,staging,web-portal,1.0032554500,0.0416000000,OnDemand,Hrs,,,,,,
192,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-C0JY3RET6IKH6QWD,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-igzyf96iyjeaw9lr,25.15777206,1,25.15777206,USD,0.0960000000,2.5280098900,0.0960000000,2.5280098900,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,backend,development,web-portal,2.5280098900,0.0960000000,OnDemand,Hrs,,,,,,
193,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-XW8R6LFDFC8YY9MZ,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1b,arn:aws:ec2:us-east-1:123456789012:instance/i-e2z932zv1v6j07ic,15.31359338,1,15.31359338,USD,0.1700000000,2.6157499500,0.1700000000,2.6157499500,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1b,Shared,Linux,AmazonEC2,ml,development,web-portal,2.6157499500,0.1700000000,OnDemand,Hrs,,,,,,
194,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-4KBYP66NBWYXVXG4,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonS3,TimedStorage-ByteHrs,StandardStorage,ap-south-1a,,23.04763771,1,23.04763771,USD,0.0000315068,0.0006852600,0.0000315068,0.0006852600,Amazon Simple Storage Service TimedStorage-ByteHrs,Amazon Simple Storage Service,,ap-south-1,ap-south-1a,Shared,,AmazonS3,platform,development,api-gateway,0.0006852600,0.0000315068,OnDemand,Hrs,,,,,,
195,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-TTF7O7H2V0AH5S9N,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonRDS,InstanceUsage:db.t3.medium,CreateDBInstance:0014,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-xxrp133w7ap29f4a,24.27969520,1,24.27969520,USD,0.0680000000,1.5078466000,0.0680000000,1.5078466000,Amazon Relational Database Service InstanceUsage:db.t3.medium,Amazon Relational Database Service,db.t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonRDS,backend,staging,web-portal,1.5078466000,0.0680000000,OnDemand,Hrs,,,,,,
196,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-6QDUS9L35HBO46I8,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonCloudFront,DataTransfer-Out-Bytes,HttpTransferOut,us-east-1b,,23.15373586,1,23.15373586,USD,0.0000116438,0.0002806900,0.0000116438,0.0002806900,Amazon CloudFront DataTransfer-Out-Bytes,Amazon CloudFront,,us-east-1,us-east-1b,Shared,,AmazonCloudFront,frontend,development,cloudspire,0.0002806900,0.0000116438,OnDemand,Hrs,,,,,,
197,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-BJHAVJAG6FS6I38Q,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AWSLambda,Lambda-GB-Second,Invoke,ap-south-1a,,24.19313585,1,24.19313585,USD,0.0600001200,1.2527549800,0.0600001200,1.2527549800,AWS Lambda Lambda-GB-Second,AWS Lambda,,ap-south-1,ap-south-1a,Shared,,AWSLambda,backend,development,data-pipeline,1.2527549800,0.0600001200,OnDemand,Hrs,,,,,,
198,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-UZNORKV37TNZEAA7,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonDynamoDB,ReadCapacityUnit-Hrs,PayPerRequestThroughput,ap-south-1b,,24.52420470,1,24.52420470,USD,0.0000650000,0.0018320900,0.0000650000,0.0018320900,Amazon DynamoDB ReadCapacityUnit-Hrs,Amazon DynamoDB,,ap-south-1,ap-south-1b,Shared,,AmazonDynamoDB,backend,development,data-pipeline,0.0018320900,0.0000650000,OnDemand,Hrs,,,,,,
199,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-NPRTJEK4MVCROXAS,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AmazonElastiCache,NodeUsage:cache.t3.micro,CreateCacheCluster,ap-south-1a,arn:aws:ec2:ap-south-1:123456789012:instance/i-qyj6vrrztg9g9izs,24.72521947,1,24.72521947,USD,0.0170000000,0.4193428600,0.0170000000,0.4193428600,Amazon ElastiCache NodeUsage:cache.t3.micro,Amazon ElastiCache,cache.t3.micro,ap-south-1,ap-south-1a,Shared,Linux,AmazonElastiCache,backend,staging,data-pipeline,0.4193428600,0.0170000000,OnDemand,Hrs,,,,,,
200,2026-02-23T00:00:00Z/2026-02-23T23:59:59Z,I-16OHYLPQPWAJCNZ1,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-23 22:30:29,2026-02-24 22:30:29,AWSDataTransfer,InterRegion-Out-Bytes,InterregionOut,us-east-1a,,24.16462381,1,24.16462381,USD,0.0000273973,0.0007513200,0.0000273973,0.0007513200,AWS Data Transfer InterRegion-Out-Bytes,AWS Data Transfer,,us-east-1,us-east-1a,Shared,,AWSDataTransfer,platform,staging,api-gateway,0.0007513200,0.0000273973,OnDemand,Hrs,,,,,,
201,2026-02-24T00:00:00Z/2026-02-24T23:59:59Z,I-I70Q1YO3E20232RE,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-24 22:30:29,2026-02-25 22:30:29,AmazonEC2,BoxUsage:t3.medium,RunInstances,ap-south-1b,arn:aws:ec2:ap-south-1:123456789012:instance/i-o0lrmrb1v1aq4qjt,23.90340905,1,23.90340905,USD,0.0416000000,1.1217803500,0.0416000000,1.1217803500,Amazon Elastic Compute Cloud BoxUsage:t3.medium,Amazon Elastic Compute Cloud,t3.medium,ap-south-1,ap-south-1b,Shared,Linux,AmazonEC2,backend,production,cloudspire,1.1217803500,0.0416000000,OnDemand,Hrs,,,,,,
202,2026-02-24T00:00:00Z/2026-02-24T23:59:59Z,I-LPFE7NYIAJYPMLQ1,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-24 22:30:29,2026-02-25 22:30:29,AmazonEC2,BoxUsage:m5.large,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-ph8b1r4tsse3ovzc,22.95381484,1,22.95381484,USD,0.0960000000,2.4389462100,0.0960000000,2.4389462100,Amazon Elastic Compute Cloud BoxUsage:m5.large,Amazon Elastic Compute Cloud,m5.large,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,backend,staging,data-pipeline,2.4389462100,0.0960000000,OnDemand,Hrs,,,,,,
203,2026-02-24T00:00:00Z/2026-02-24T23:59:59Z,I-BCVHN0037H9M8FLT,AWS,Anniversary,123456789012,2026-01-31T18:30:00.000Z,2026-02-28T18:30:00.000Z,123456789012,Usage,2026-02-24 22:30:29,2026-02-25 22:30:29,AmazonEC2,BoxUsage:c5.xlarge,RunInstances,us-east-1a,arn:aws:ec2:us-east-1:123456789012:instance/i-w60cta89bv2ve8sy,15.75531685,1,15.75531685,USD,0.1700000000,2.5061793300,0.1700000000,2.5061793300,Amazon Elastic Compute Cloud BoxUsage:c5.xlarge,Amazon Elastic Compute Cloud,c5.xlarge,us-east-1,us-east-1a,Shared,Linux,AmazonEC2,ml,development,web-portal,2.5061793300,0.1700000000,OnDemand,Hrs,,,,,,
